cut
['微博']
"[' ', '口罩', '礼貌', '用途', '大于', '防疫', '用途', '勤洗手', '消毒', '方法', ' ', '感受', '过分', '恐慌', '统计数据', '新冠', '病毒', '致死率', '4%', '远远', '低于', 'SARS', '10%', '死亡', '人数', '年龄', '大于', '岁', '男性', '患者', '居多', '身体状况', '较差', '患有', '大小', '病症', ' ', '希望', ' ', ' ', ' ']"
"['个股', '低开', '7%', '区间', '受', '疫情', '冲击', '程度', '肯定', '分化', '受灾', '板块', '肯定', '旅游', '餐饮', '商业', '零售', '影视', '院线', '几个', '拍', '死', '跌停板', '太', '惊讶', '旅游', '餐饮', '一年', '两个', '档期', '垮', '民航', '出行', '机场', '运输', '打击', '包括', '刚刚', '上市', '京沪', '高铁', ' ', ' ', ' ']"
"['20200202', ' ', '未', 'Kobe', '离世', '哀伤', '恢复过来', '新冠', '病毒', '依然', '肆虐', '全国', '在家', '天', '地狱', '开局', '发生', '感觉', '实感', '感慨', '生命', '脆弱', ' ', '生活', '艰辛', '未来', '抱', '期待', ' ', '不知', '应对', '理不清', '思绪', ' ']"
['微博']
['微博']
['微博']
"['新冠', '病毒', ' ', 'nCoV', '这俩', '真的', '写', '一本', '新版', '官场', '现形记', ' ']"
"['重磅', '首例', '新冠', '病毒', '确诊', '病例', '康复', '全记录', 'O', '重磅', '首例', '新冠', '病毒', '确诊', '病例', '康复', '全记录', ' ']"
['微博']
"['\ue627', '魏大勋', '\ue627', '魏大勋', '傻瓜', '新冠', '病毒', '悠着点', '负责', '生病', '试试', '尽量少', '出门', '出门', '记得', '带囗罩', '室内', '卫生', ' ', '少去', '封闭', '场所', '医院', '特别', '急诊', '发热', '科', '呼吸', '内科', '畜养', '禽兽', '地方', '流感', '发烧', '感冒', '恶化', '医院', '检查', '身体', '病毒', '会传', ' ', ' ', ' ']"
"['视频', '新型', '冠状病毒', '肺炎', '科普', '人类', '赞歌', '勇气', '赞歌', '赞美', '希望', '勇气']"
"['全球', '科学家', '合力', '溯源', '新冠', '病毒', '提出', '多种', '疫情', '最初', '起源', '可能性', '新冠', '病毒', '疫情', '进一步', '发展', '科学家', '医务', '工作者', '溯源', '疫情', '源头', '阻断', '病毒传播', '方式', '寻找', '治疗', '方法', '加紧', '研究', '早日', '遏制', '疫情', '科学', '杂志', '刊发', '一篇', '报道', '指出', '全球', '科学家', '纷纷', '公开', '新型', '冠状病毒', '患者', '体内', '获', ' ', ' ', ' ']"
"['小时', '高灵敏', '检测', '新型', '冠状病毒', '天大', '企业', '合作', '成功', '研发', '检测', '试剂盒', '天津大学', '获悉', '新型', '冠状病毒', '潜伏期', '较长', '潜伏期', '传染性', '急需', '高灵敏度', '检测', '试剂盒', '状况', '天津大学', '团队', '联合', '金麦格', '生物', '技术', '有限公司', '研发', '团队', '昼夜', '艰苦', '攻关', '成功', '研发', '新型', '冠状病毒', '检测', '试剂盒', '该试', ' ', ' ', ' ']"
"['曝料', '一哥', ' ', 'Ting12186372937418', '恳请', '政府', '救救', '爸爸妈妈', '爸爸', '做', '抽血', '肺部', 'CT', '检查', '跑', '几家', '医院', '医生', '新冠', '病毒感染', '医院', '核酸', '检测', '盒', '确诊', '单独', '房间', '在家', '隔离', '几天', '妈妈', '舒服', '做', '检查', '妈妈', '感染', '绝望', '政府', '人能', '管管', '绝望']"
"['市场', '人士', '投资', '在乎', '波动', '冷静', '沉思', '长期', '成长', '规律', ' ', '买入', '短期', '受', '武汉', '肺炎', '新冠', '病毒', '影响', '长期', '内生性', '成长', '稳定', '美']"
"['没事', '忙', '有难', '扛', '元', '新冠', '病毒', '互助', '计划', '次日', '生效', '限', '年龄', '地域', '收取', '管理费', '新浪', '捐助', '1000', '助力', '全民', '战', '疫', '众志成城', '疫情', '退散', 'O', '网页', ' ']"
"['冠状病毒', '新冠', '病毒', 'SARS', 'MERS', '区别', ' ', 'mysterious', ' ', 'pneumonia', ' ', 'outbreak', ' ', ' ', 'reported', ' ', ' ', 'December', ' ', ' ', 'Wuhan', ' ', 'central', ' ', 'China', 's', ' ', 'Hubei', ' ', 'Province', ' ', ' ', 'quickly', ' ', 'spread', ' ', ' ', ' ', 'country', ' ', ' ', ' ', ' ', 'world', ' ', 'Scientists', ' ', ' ', 'attributed', ' ', ' ', 'outbreak', ' ', ' ', 'nCoV', ' ', 'a', ' ', ' ', 'strain', ' ', ' ', ' ', ' ']"
"['投行', '新闻', 'CDA', '数据', '分析师', '赵', '坚毅', '博士', '倾情', '力作', '解释', '困惑', '已久', '新冠', '病毒']"
"['太强', '仿佛', '回到', '高中', '生物课', '加油', '病毒', '消灭']"
"['可怕', '病毒', '可怕', '谣言', '无知']"
"['发表', '博文', '20200202', '留下', '纪念', '20200202', '留下', '纪念', '鼠', '脑袋', '嘴巴', '过得', '纠结', '新冠', '病毒', '事情', '好消息', '少', '点儿', '糟心', '特别', '武汉', '官员', '坏', '消', 'O20200202', '留下', '纪念', ' ']"
"['近期', '爆发', '新冠', '病毒', '疫情', '全国', '陷入', '恐慌', '铺天盖地', '确诊', '信息', '生活', '犹如', '陷入', '暗夜', '网上', '肆意', '流传', '正面', '负面', '理智', '看待', '有意思', '说法', '疫情', '想', '干', '问下', '想干什么', '经历', '这场', '灾难', '理性', '明白', ' ', ' ', ' ']"
"['直击', '芜湖', '抗击', '新冠', '肺炎', ' ', '国务院', '紧急通知', '地方', '名义', '截留', '调用', '医疗', '物资', '通知', '称', '医用', '防护服', 'N95', '口罩', '医用', '护目镜', '负压', '救护车', '相关', '药品', '重点', '医疗', '应急', '防控', '物资', '国务院', '应对', '新型', '冠状病毒', '感染', '肺炎', '疫情', '联防', '联控', '机制', '物资', '保障', '组', '统一', '管理', '统一', '调拨', '地方', '人民政府', '名义', '截留', '调用']"
"['详解', '新冠', '病毒', '发展趋势', ' ', '北京', ' ', 'L', 'dp', '沁彩', '斑斓', '玉', '文化', '发展', 'qb', '微博', '视频', ' ']"
"['全国', '新冠', '肺炎', '确诊', '趋势', '腊月', '确诊', '291', '腊月', '确诊', '391', '新增', '腊月', '确诊', '440', '新增', '腊月', '确诊', '571', '新增', '131', '人大', '确诊', '830', '新增', '初一', '确诊', '1287', '新增', '457', '初二', '确诊', '1975', '新增', '688', '初三', '确诊', '2744', '新增', '769', '初四', '确诊', '4515', '新增', '1771', '初五', '确诊', '5975', '新增', '1460', '初六', ' ', ' ', ' ']"
"['没事', '忙', '有难', '扛', '元', '新冠', '病毒', '互助', '计划', '次日', '生效', '限', '年龄', '地域', '收取', '管理费', '新浪', '捐助', '1000', '助力', '全民', '战', '疫', '众志成城', '疫情', '退散', 'O', '网页', ' ']"
"['病毒', '空气', '里', '存活', '开窗', '通风']"
"['王潇', '潇洒', '姐', '强推', '视频', '讲清楚', '冠状病毒', '原理', '现状', '发展', '数字', '理性', '思考', '平静', '沉着', '勇气', '昂扬', '生活', '赞颂', '勇气', '是因为', '人类', '明知', '风险', '选择', '做', '做', '事情']"
"['博纳尔', '那本', '画册', '一年', '断断续续', '停', '赶上', '今年春节', '新冠', '病毒', '假期', '长', '少', '有人', '家里', '特别', '安静', ' ', '回想', '博纳尔', '生活', '敏锐', '细微', '观察', '表达', '感受', '绘画', '身边', '生活', '色彩', '鲜明', '色彩', '明度', '高', '冷暖', '构图', ' ', ' ', ' ']"
"['没事', '忙', '有难', '扛', '元', '新冠', '病毒', '互助', '计划', '次日', '生效', '限', '年龄', '地域', '收取', '管理费', '新浪', '捐助', '1000', '助力', '全民', '战', '疫', '众志成城', '疫情', '退散', 'O', '网页', ' ']"
"['冠状病毒', '知识']"
"['科普', '帖', '新冠', '肺炎', '关心', ' ', '这场', '爆发', '新型', '冠状病毒', '肺炎', '发生', '传播', '死亡率', '传播速度', '高', '降低', '感染', '可能性', '视频', '戳', '↓', ' ', '回形针', 'PaperClip', ' ', 'L', '人民日报', '微博', '视频', ' ']"
"['小区', '新冠', '病例', '风险', '防控', '措施', '未来', '周', '病毒', '扩散', '篇文章', '关键', '知识', '镇定', 'O', '小区', '新冠', '病例', '风险', ' ']"
"['Sp.005', ' ', '新冠', '肺炎', ' ', ' ', ' ', '这场', '爆发', '新型', '冠状病毒', '肺炎', '发生', '传播', '死亡率', '传播速度', '高', '降低', '感染', '可能性', '这支', '视频', '试图', '回答', '关心', ' ', ' ', '微博', '私信', '回复', '「', '肺炎', '获取', '本期', '视频', '文字', '稿', '引用', '资料', ' ', 'L', '回形针', 'PaperClip', '微博', '视频', ' ']"
['微博']
"['没事', '忙', '有难', '扛', '元', '新冠', '病毒', '互助', '计划', '次日', '生效', '限', '年龄', '地域', '收取', '管理费', '新浪', '捐助', '1000', '助力', '全民', '战', '疫', '众志成城', '疫情', '退散', 'O', '网页', ' ']"
"['新冠', '肺炎', '防控', '社治', ' ', '抗疫', '歌曲', '生命', '卫士', '发布', ' ', '致敬', '生命', '守护者', '感谢', '亲人', '感谢', '医护人员', '生命', '卫士', '热血', '滋润', '生命', '春天', '近日', '一首', '防疫', '谱写', '歌曲', '生命', '卫士', '出炉', '创作者', '成都', '青羊区', '音乐家', '协会主席', '李雪梅', '音协', '文艺工作者', ' ', ' ', ' ']"
"['好消息', ' ', ' ', ' ', ' ', ' ', '抗击', '新型', '冠状', '肺炎', '形势严峻', '保障', '刻不容缓', '油田', '金融保险', '超市', '本次', '疾病', '特', '引进', '一款', '专项', '产品', '疫情', '肆虐', '家人', '保驾护航', '投保', '年龄', '岁', '岁', '保障', '期间', '一年', '保费', '每份', '元', '限', '三份', '责任', '新冠', '病毒感染', '身故', '赔', '万', '新冠', ' ', ' ', ' ']"
"['积攒', '太', '不易', '开年', '难忘', '武汉', '生病', '新冠', '病毒', '肆意', '播散', '科比', '意外', '离世', '每一件', '事', '深深', '记住', '开局', '希望', '事情', '方向', '发展', '祖国', '强大', '全民', '身体健康', '百毒不侵', '山花', '烂漫', '武汉', '加油', '加油', '加油', ' ', ' ', ' ']"
"['武汉', '新冠', '病毒', '肺炎', '脑火', '加油', '武汉', '加油', ' ', '孝感', ' ']"
"['\ue627', '洛天', '20200202', '肝', '完', '一如既往', '未经', '授权', '商用', '娃娃', '想', '图', '一里', '一件', '事', ' ', ' ', ' ', '本来', '恋人', '登记', '夫妻', '新冠', '病毒', '毁', '希望', '疫情', '早日', '控制', '平安', '健康', '阿中', '哥哥', '加油', ' ']"
['微博']
"['能起', '作用']"
"['发现', '新冠', '病毒', '好像', '波尔', '波', '迷惑', '行為', '大賞', 'linnxia', '迷惑', '行為', '大賞']"
