cnt
33963
13560
12571
7971
4891
4293
3551
3546
3542
3284
3203
2721
2376
2286
2056
1953
1799
1759
1755
1677
1662
1614
1403
1337
1302
1204
1169
1129
1082
1080
1077
990
973
950
901
860
834
825
813
784
752
751
726
715
695
688
676
656
632
601
589
581
574
562
544
535
534
534
527
521
520
516
511
503
502
499
498
494
493
479
473
467
465
461
457
456
452
451
447
444
444
442
440
435
435
430
430
430
428
428
425
422
411
411
407
403
401
400
400
399
398
398
398
397
396
395
395
394
392
391
390
383
383
374
368
363
361
359
352
349
348
344
343
339
338
336
334
326
324
322
322
319
319
317
315
314
313
312
309
309
309
299
299
295
294
287
287
284
283
281
278
274
273
272
271
270
269
269
267
265
265
264
264
262
262
259
257
254
253
252
252
252
252
251
250
250
250
249
248
247
245
245
244
244
243
243
241
238
235
234
233
232
232
231
227
225
224
222
222
220
219
219
218
218
217
216
215
214
214
212
212
210
209
205
204
203
203
202
202
200
199
199
199
199
199
199
198
198
197
196
196
196
195
195
195
194
194
194
194
191
190
189
189
188
187
187
185
183
182
182
182
180
180
180
180
180
179
179
178
177
177
176
175
174
174
174
173
172
172
172
172
171
170
170
170
168
168
167
167
167
166
165
165
164
164
164
163
163
163
162
160
160
160
159
158
156
155
155
155
154
154
152
152
151
151
151
151
151
151
150
150
150
150
150
150
150
149
149
147
147
147
146
146
145
144
144
143
143
143
142
142
141
141
141
141
140
139
139
139
139
138
138
138
137
137
137
136
136
136
136
135
135
135
135
135
135
135
134
134
134
133
133
133
133
132
132
131
131
131
130
130
130
130
130
129
129
129
129
128
128
128
128
128
128
127
127
127
127
127
127
126
126
126
125
125
125
125
125
125
125
125
125
125
124
124
124
123
123
123
123
121
121
121
120
120
120
119
119
119
118
118
118
117
117
117
116
116
116
116
116
115
115
115
115
114
114
114
114
113
113
113
112
112
112
112
112
112
112
112
112
111
111
111
111
111
111
111
111
111
111
111
111
110
110
109
109
109
108
108
107
107
107
107
107
107
106
106
106
106
106
106
105
105
104
104
104
104
104
104
104
104
104
104
104
103
103
103
103
103
103
103
102
102
102
102
102
102
102
102
102
101
101
101
100
100
100
99
99
99
99
99
99
99
99
98
98
98
98
98
98
97
97
97
97
97
97
97
96
96
96
96
96
95
95
95
95
95
95
95
95
94
94
94
94
94
94
94
94
94
94
93
93
93
93
92
92
92
92
92
92
91
91
90
90
90
89
89
88
88
88
88
87
87
87
87
87
87
87
87
87
87
86
86
86
86
85
85
85
85
85
85
85
85
85
85
85
84
84
84
84
84
84
83
83
83
83
82
82
82
82
82
82
82
82
81
81
81
81
81
81
81
81
81
81
80
80
80
80
80
80
80
80
79
79
79
79
79
79
79
78
78
78
78
78
78
78
78
78
78
78
77
77
77
77
76
76
76
76
76
76
76
76
76
76
76
76
75
75
75
75
75
75
75
75
75
74
74
74
74
74
74
74
74
74
73
73
73
73
73
73
72
72
72
72
72
72
72
72
72
72
72
72
72
72
72
72
72
72
72
72
71
71
71
71
71
71
71
71
71
71
71
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
69
69
69
69
69
69
69
69
68
68
68
68
68
68
68
67
67
67
67
67
67
67
66
66
66
66
66
66
66
66
66
66
66
66
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
60
60
60
60
60
60
60
60
60
60
60
60
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
58
58
58
58
58
58
58
58
58
58
58
58
58
58
58
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
56
56
56
56
56
56
56
56
56
56
56
56
55
55
55
55
55
55
55
55
55
55
55
55
55
55
55
55
55
55
55
55
55
55
55
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
53
53
53
53
53
53
53
53
53
53
53
53
53
53
53
53
53
53
53
53
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
51
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
48
47
47
47
47
47
47
47
47
47
47
47
47
47
47
47
47
47
47
47
47
47
47
47
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
42
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
